Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2019,Prince Georges' County Public Schools,RENAISSANCE LEARNING INC.,54495-8036,1135652.5,,
2019,Prince Georges' County Public Schools,RETRO ENVIRONMENTAL INC,21784,868096.25,,
2019,Prince Georges' County Public Schools,REXEL/BRANCH,2241,29831.39,,
2019,Prince Georges' County Public Schools,RICA BALTIMORE,21229,44528,,
2019,Prince Georges' County Public Schools,RICH MOE ENTERPRISES LLC,20774,71646.77,,
2019,Prince Georges' County Public Schools,RICH PRODUCTS CORPORATION,60693,109839.2,,
2019,Prince Georges' County Public Schools,RICOH USA INC,30353-4777,5795136.27,,
2019,Prince Georges' County Public Schools,RITCHIE LAND RECLAMATION LTD PARTNERSHIP,20871,226884.42,,
2019,Prince Georges' County Public Schools,"RIVERSIDE PUBLISHING COMPANY, THE",60693,33605.51,,
2019,Prince Georges' County Public Schools,"RNS Communications, Inc. dba Motor Vehicle Network",6855,29070,,
2019,Prince Georges' County Public Schools,ROCHESTER 100 INCORPORATED,14623,44942,,
2019,Prince Georges' County Public Schools,ROCKY MOUNTAIN ELECTRONICS dba STANDARD SUPPLY ELECTRONICS,84115,41405.67,,
2019,Prince Georges' County Public Schools,RRMM ARCHITECTS PC,23320,176607.71,,
2019,Prince Georges' County Public Schools,RSC ELECTRICAL & MECHANICAL CONTRACTORS INC,20785,9389829.62,,
2019,Prince Georges' County Public Schools,Raising A Reader,94065,94742,,
2019,Prince Georges' County Public Schools,"Raptor Technologies, LLC",77210-4458,319248.5,,
2019,Prince Georges' County Public Schools,Red Gold LLC,60694-1862,62592.49,,
2019,Prince Georges' County Public Schools,"Rescue One Training for Life, Inc.",20879,65789.73,,
2019,Prince Georges' County Public Schools,"Rethink Autism, Inc.",10010,194665,,
2019,Prince Georges' County Public Schools,Richbell Carrollton LLC DBA The Metro Points Hotel,20784,102089.2,,
2019,Prince Georges' County Public Schools,Ryan James Teeter dba Leading Design and Development LLC,20180,38850,,
2019,Prince Georges' County Public Schools,"S E Davis Construction, LLC",20646,43540.55,,
2019,Prince Georges' County Public Schools,S FREEDMAN & SONS INC.,20785,186514.09,,
2019,Prince Georges' County Public Schools,S&S WORLDWIDE INCORPORATED,02284-5825,38658.61,,
2019,Prince Georges' County Public Schools,"S.K. Pesis DDS, Big Smiles Maryland, PC",48325-0310,35200,,
2019,Prince Georges' County Public Schools,SAFELITE FULFILLMENT DBA SAFELITE AUTOGLASS CO.,45263-2197,34899.14,,
2019,Prince Georges' County Public Schools,SAINT COLETTA SCHOOL,20003,864078.22,,
2019,Prince Georges' County Public Schools,SARDI'S CATERING INC,20740,54773.05,,
2019,Prince Georges' County Public Schools,SB&G GREENBELT HOTEL LLC dba CROWNE PLAZA GREENBELT,20770,37199.65,,
2019,Prince Georges' County Public Schools,SCHOLASTIC CLASSROOM MAGAZINE,65102-3720,85573.88,,
2019,Prince Georges' County Public Schools,SCHOLASTIC INC,65102,1489311.28,,
2019,Prince Georges' County Public Schools,SCHOOL HEALTH CORPORATION,60678-1067,482746.4,,
2019,Prince Georges' County Public Schools,SCHOOL SPECIALTY,60693-0656,1033660.41,,
2019,Prince Georges' County Public Schools,SCHOOL SPECIALTY PUBLISHING,60693-0326,32080.05,,
2019,Prince Georges' County Public Schools,SCHOOLWIDE INC,11746,70067.32,,
2019,Prince Georges' County Public Schools,SECURITAS ELECTRONIC SECURITY INC,15264-5253,332332.56,,
2019,Prince Georges' County Public Schools,SELECT BENEFITS COMMUNICATIONS GROUP LLC,21117,1027635.09,,
2019,Prince Georges' County Public Schools,SERVICE MACHINE SHOP INCORPORATED,20852,48396.53,,
2019,Prince Georges' County Public Schools,SERVICE TIRE TRUCK CENTERS,18017,336426.1,,
2019,Prince Georges' County Public Schools,SHAPIRO AND DUNCAN INC,20850,1570952.96,,
2019,Prince Georges' County Public Schools,SHEPHERD ELECTRIC SUPPLY,21237,79437.59,,
2019,Prince Georges' County Public Schools,SHEPPARD PRATT HEALTH SYSTEM INC,21279-0751,6310351.28,,
2019,Prince Georges' County Public Schools,SHERWIN WILLIAMS DBA DURON PAINTS & WALLCOVERINGS,20745,40817.15,,
2019,Prince Georges' County Public Schools,SHOREHAVEN INC.,21921,747803.41,,
2019,Prince Georges' County Public Schools,SIEMENS INDUSTRY INC,60132-2134,463590.63,,
2019,Prince Georges' County Public Schools,SILVER SPRING FIRE PROTECTION INC,21075,111119.3,,
2019,Prince Georges' County Public Schools,SNAP ON TOOLS INDUSTRIAL,60673,69708.31,,
2019,Prince Georges' County Public Schools,SOIL AND LAND USE TECHNOLOGY INC,20002,151530,,
2019,Prince Georges' County Public Schools,SOLIANT HEALTH INC,60055-4430,1147409,,
2019,Prince Georges' County Public Schools,SOUTHERN MARYLAND CRANE RENTAL INC,20604,26088,,
2019,Prince Georges' County Public Schools,SOUTHERN MARYLAND ELECTRIC COOPERATIVE,21264-2261,862159.58,,
2019,Prince Georges' County Public Schools,SOUTHERN REGIONAL EDUCATION BOARD (SREB),30318,40116,,
2019,Prince Georges' County Public Schools,SPECIALIZED EDUCATION OF MARYLAND INCORPORATED,19067,5530916.18,,
2019,Prince Georges' County Public Schools,STANDARD OFFICE SUPPLY,20011,1728352,,
2019,Prince Georges' County Public Schools,STANTEC ARCHITECTURE INC,60693,68115.85,,
2019,Prince Georges' County Public Schools,STAPLES,19176-0243,1551359.65,,
2019,Prince Georges' County Public Schools,STATE OF MARYLAND,21201,83463.27,,
2019,Prince Georges' County Public Schools,STATE OF MD,21203,107704.91,,
2019,Prince Georges' County Public Schools,STEVES AUTO SERVICE INC. T/A STEVES AUTO BODY 2,20613,42470.89,,
2019,Prince Georges' County Public Schools,STRAWBRIDGE SCHOOL/BOARD OF CHILDCARE,21244,189101.78,,
2019,Prince Georges' County Public Schools,STUDY SMART TUTORS INC,90094,87550,,
2019,Prince Georges' County Public Schools,SUBURBAN PROPANE,07981-1112,93083.48,,
2019,Prince Georges' County Public Schools,SUITLAND HIGH SCHOOL,20747,32288,,
2019,Prince Georges' County Public Schools,SUNTRUST LEASING CORPORATION,21279-0194,21260318.06,,
2019,Prince Georges' County Public Schools,SUPERIOR SUPPLY LTD,21227,283815.45,,
2019,Prince Georges' County Public Schools,SUPPORT SERVICES,20781,641722.88,,
2019,Prince Georges' County Public Schools,SURRATTSVILLE HIGH SCHOOL,20735,29250,,
2019,Prince Georges' County Public Schools,SYSCO EASTERN MARYLAND,21851,49890.91,,
2019,Prince Georges' County Public Schools,"Sagamore Mechanical Services, Inc.",21157,30266.7,,
2019,Prince Georges' County Public Schools,"SanDow Construction, Inc.",20785,68000,,
2019,Prince Georges' County Public Schools,Scenario Learning LLC,33609,55100,,
2019,Prince Georges' County Public Schools,"Seasons-4, Inc.",30134,191250,,
2019,Prince Georges' County Public Schools,SilverScript Insurance Company,2895,38182783.17,,
2019,Prince Georges' County Public Schools,"Singh Operational Services, Inc.",17584,61483.42,,
2019,Prince Georges' County Public Schools,Skyline Technology Solutions LLC,21061,1124133.63,,
2019,Prince Georges' County Public Schools,Softerware Inc.,19034,67564,,
2019,Prince Georges' County Public Schools,South River Partners LLC,21136,29618.75,,
2019,Worcester County Board of Ed,TECTA AMERICA,20794,61295.25,,
2019,Prince Georges' County Public Schools,"Sowing Empowerment & Economic Development, Inc (SEED)",20737,1429081.97,,
2019,Prince Georges' County Public Schools,Special Education Resources LLC,20715,1522724.25,,
2019,Prince Georges' County Public Schools,Splash Business Intelligence Inc.,30097,51183.44,,
2019,Prince Georges' County Public Schools,"Staffing Options and Solutions, LLC (SOS)",46227,65240,,
2019,Prince Georges' County Public Schools,"Stagwell Media LLC dba SKDKnickerbocker, LLC",20036,82108,,
2019,Prince Georges' County Public Schools,Stratovize LLC,21201,168743.33,,
2019,Prince Georges' County Public Schools,"Sunbelt Staffing, LLC",60055-4430,85229.2,,
2019,Prince Georges' County Public Schools,Sunshine Info Tech LLC,21114,379310,,
2019,Prince Georges' County Public Schools,Synovia Solutions LLC,46206-1627,87220,,
2019,Prince Georges' County Public Schools,TAKE TWO UNLIMITED,21113,47677.41,,
2019,Prince Georges' County Public Schools,TASTY BRANDS LLC,11791,48830.76,,
2019,Prince Georges' County Public Schools,TAYLOR BOOKS,21014-2550,50929.94,,
2019,Prince Georges' County Public Schools,TEACH FOR AMERICA INC,20005,125000,,
2019,Prince Georges' County Public Schools,TEACHER CREATED MATERIALS INC,92649,26588.74,,
2019,Prince Georges' County Public Schools,TEACHER RETIREMENT SYSTEM,21202,84595460.3,,
2019,Prince Georges' County Public Schools,TECHNOGEN INC,20151,407994.55,,
2019,Prince Georges' County Public Schools,TELTRONIC INC,75267-0354,31401.95,,
2019,Prince Georges' County Public Schools,TEXTBOOK WAREHOUSE LLC,30005-8369,34871.28,,
2019,Prince Georges' County Public Schools,THC ENTERPRISE T/A MID ATLANTIC WASTE,02241-7882,1269456.57,,
2019,Prince Georges' County Public Schools,THREE BROTHERS ITALIAN RESTAURANT,20770,55321.53,,
2019,Prince Georges' County Public Schools,TIDEWATER INC.,21075,188442,,
2019,Prince Georges' County Public Schools,TILLEY CHEMICAL CO INC,21220,534584.26,,
2019,Prince Georges' County Public Schools,TITO CONTRACTORS INCORPORATED,20012,1779722,,
2019,Prince Georges' County Public Schools,TJ DISTRIBUTORS INC,21050,745947.4,,
2019,Prince Georges' County Public Schools,TRANSACT COMMUNICATIONS LLC,98036,36700,,
2019,Prince Georges' County Public Schools,TRANSGLOBAL BUSINESS SYSTEMS INC,20774,49500,,
2019,Prince Georges' County Public Schools,TRAPEZE SOFTWARE GROUP INC.,44114,74225,,
2019,Prince Georges' County Public Schools,TROY & BANKS INC,14226-4812,141449.44,,
2019,Prince Georges' County Public Schools,TSA CONSULTING GROUP INC,32549-2799,18140883.86,,
2019,Prince Georges' County Public Schools,TUCKMAN-BARBEE CONSTRUCTION COMPANY INC,20774,1746448,,
2019,Prince Georges' County Public Schools,TURF EQUIPMENT & SUPPLY CO INC,21297-1357,312545.77,,
2019,Prince Georges' County Public Schools,TURNING POINT FOUNDATION INC,20706,2519507.42,,
2019,Prince Georges' County Public Schools,TURNITIN LLC,94612,65008.94,,
2019,Prince Georges' County Public Schools,TYSON PREPARED FOODS INC.,10081,297928,,
2019,Prince Georges' County Public Schools,Teachstone Training LLC,22911,515720,,
2019,Prince Georges' County Public Schools,"Technology Resource Associates, Inc. (TRA INC)",28403,97172.62,,
2019,Prince Georges' County Public Schools,The Segal Company (Eastern States) Inc. dba Segal Waters Consulting,10261-4059,87500,,
2019,Prince Georges' County Public Schools,Therapy Source Inc,19462-1276,96535.98,,
2019,Prince Georges' County Public Schools,"Thinkmap, Inc. dba Vocabulary.com",10012,62500,,
2019,Prince Georges' County Public Schools,U.S. Bank National Association,63179,1287067.65,,
2019,Prince Georges' County Public Schools,ULINE INC,60680-1741,94464.79,,
2019,Prince Georges' County Public Schools,"UMB Bank, N.A.",63102,4623655.56,,
2019,Prince Georges' County Public Schools,UNIFIRST CORPORATION,20785,78042.92,,
2019,Prince Georges' County Public Schools,UNITED ELECTRIC SUPPLY CO. INC.,19182-6788,352492.48,,
2019,Prince Georges' County Public Schools,UNITED RENTALS (NORTH AMERICA) INC,30384-0711,140242.46,,
2019,Prince Georges' County Public Schools,UNITED STATES TREASURY,36112,83332.13,,
2019,Prince Georges' County Public Schools,UNIVERSITY OF MARYLAND,20742,769112.08,,
2019,Prince Georges' County Public Schools,"UNIVERSITY OF MARYLAND, BALTIMORE",21201,211921.46,,
2019,Prince Georges' County Public Schools,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,77030,105000,,
2019,Prince Georges' County Public Schools,UNO Foods Inc,2132,91199.52,,
2019,Prince Georges' County Public Schools,URBAN SCHOOLS HUMAN CAPITAL ACADEMY INC,20852,156250,,
2019,Prince Georges' County Public Schools,US POSTAL SERVICE,19170,560806.49,,
2019,Prince Georges' County Public Schools,"Unemployment Tax Service, Inc.",21158,35000,,
2019,Prince Georges' County Public Schools,Unisource Services LLC,20868,352301.5,,
2019,Prince Georges' County Public Schools,Urban Francis LLC,21237,85237,,
2019,Prince Georges' County Public Schools,V H SIGN COMPANY INC,20772,29930.7,,
2019,Prince Georges' County Public Schools,VENTURE PHILANTHROPY PARTNERS,20005,103306,,
2019,Prince Georges' County Public Schools,VERIZON,75266-0720,389655.05,,
2019,Prince Georges' County Public Schools,VERIZON WIRELESS,18002-5505,47720.84,,
2019,Prince Georges' County Public Schools,VERTEX INC,60673-1255,32228,,
2019,Prince Georges' County Public Schools,VIKING CHEMICAL INCORPORATED,21230,139646.84,,
2019,Prince Georges' County Public Schools,VIRGINIA DEPT OF TAXATION,23218,1502155.58,,
2019,Prince Georges' County Public Schools,VISTA HIGHER LEARNING INC,02284-7930,146092.18,,
2019,Prince Georges' County Public Schools,VSC Fire and Security Inc,23005,601859.91,,
2019,Prince Georges' County Public Schools,Veritext LLC,60694-1303,48616.9,,
2019,Prince Georges' County Public Schools,Village Academy of Maryland LLC,20743,727433.52,,
2019,Prince Georges' County Public Schools,Visionary Media Productions,20744,63250,,
2019,Prince Georges' County Public Schools,Vital Signs LLC,20902,285994.56,,
2019,Prince Georges' County Public Schools,W A HAMILTON CO. INC.,20705,134344.5,,
2019,Prince Georges' County Public Schools,W.W. GRAINGER INC.,60038-0001,869188.02,,
2019,Prince Georges' County Public Schools,"WAITE, KIM R",20735,63546.79,,
2019,Prince Georges' County Public Schools,"WALDON STUDIO ARCHITECTS & PLANNERS, PC",21046,226111.69,,
2019,Prince Georges' County Public Schools,WALDORF FORD INCORPORATED,20601,28148.33,,
2019,Prince Georges' County Public Schools,WARDS NATURAL SCIENCE ESTABLISHMENT INC,15264-4312,46606.34,,
2019,Prince Georges' County Public Schools,WASHINGTON GAS,22151,4106751.83,,
2019,Prince Georges' County Public Schools,WASHINGTON MUSIC CENTER,20902,101374.79,,
2019,Prince Georges' County Public Schools,WASHINGTON PROFESSIONAL SYSTEMS,20902,102675.59,,
2019,Prince Georges' County Public Schools,WASHINGTON SUBURBAN SANITARY COMMISSION,20707,4464310.71,,
2019,Prince Georges' County Public Schools,WB Mason Co. Inc.,02298-1101,908586,,
2019,Prince Georges' County Public Schools,WDFOA,21702,60985,,
2019,Prince Georges' County Public Schools,WEIGAND ASSOCIATES INC,20876,39366.26,,
2019,Prince Georges' County Public Schools,WELLS FARGO FINANCIAL LEASING INC.,19176-0239,274505.94,,
2019,Prince Georges' County Public Schools,WENGER CORPORATION,55485-7896,82904,,
2019,Prince Georges' County Public Schools,WESTED,94107,40000,,
2019,Prince Georges' County Public Schools,WESTERN PSYCHOLOGICAL SERVICES - CREATIVE THERAPY STORE,90503-5124,42563,,
2019,Prince Georges' County Public Schools,WEYERS FLOOR SERVICE INC,21113,270697,,
2019,Prince Georges' County Public Schools,WHOLESALE SCHOOL SUPPLY INC,30047,33199.5,,
2019,Prince Georges' County Public Schools,WOLF TRAP FOUNDATION FOR THE PERFORMING ARTS,22182,30950,,
2019,Prince Georges' County Public Schools,WORKFRONT INC,60055-6712,46440,,
2019,Prince Georges' County Public Schools,WORLD BOOK SCHOOL & LIBRARY,40285,35699,,
2019,Prince Georges' County Public Schools,"WageWorks, Inc.",94403,2322991.93,,
2019,Prince Georges' County Public Schools,Waterford Research Institute,84093,438195,,
2019,Prince Georges' County Public Schools,"Whitman, Requardt and Associates, LLP",21231,29332.5,,
2019,Prince Georges' County Public Schools,XEROX CORPORATION,19182,319527.36,,
2019,Prince Georges' County Public Schools,YOUNG AUDIENCES OF MARYLAND INC,21218,129751.61,,
2019,Prince Georges' County Public Schools,YOUTH PROFESSIONAL DEVELOPMENT,20706,102100,,
2019,Prince Georges' County Public Schools,ZONAR SYSTEMS INC,75284-1580,271745.8,,
2019,Prince Georges' County Public Schools,eScholar LLC,10605,108108,,
2019,Queen Anne's County Public Schools,ADP Inc,02284-2875,68730.95,,
2019,Queen Anne's County Public Schools,AFLAC,31993-9615,42237.67,,
2019,Queen Anne's County Public Schools,Agile Mind Educational Holdings Inc,76051,99986,,
2019,Queen Anne's County Public Schools,Altitude Technologies Inc,81303,31650,,
2019,Queen Anne's County Public Schools,Amazon,50368-9020,52524.28,,
2019,Queen Anne's County Public Schools,American Truck And Bus Inc,21401-7074,427439.11,,
2019,Queen Anne's County Public Schools,Apex Piping Systems Inc,19804,33649,,
2019,Queen Anne's County Public Schools,Banc Of America Public Capital Corp,30084,210663.5,,
2019,Queen Anne's County Public Schools,Bay Area Transportation LLC,21655,2510770.57,,
2019,Queen Anne's County Public Schools,Bay Associates Inc,21093-5397,31618.5,,
2019,Queen Anne's County Public Schools,Bayside Physical Therapy And,21037,45281.88,,
2019,Queen Anne's County Public Schools,Becker Morgan Group Inc,21801,146746.93,,
2019,Queen Anne's County Public Schools,Bell Industries Inc,19182-3342,56784.3,,
2019,Queen Anne's County Public Schools,Benedictine School,21660,30081.17,,
2019,Queen Anne's County Public Schools,BFI Waste Services LLC,19943,107073.07,,
2019,Queen Anne's County Public Schools,Blackboard Inc,46240,35121.41,,
2019,Queen Anne's County Public Schools,Board Of Education Of Caroline Co,21629,60171.04,,
2019,Queen Anne's County Public Schools,Boland Services,20878,28376.99,,
2019,Queen Anne's County Public Schools,Business Card,19886-5796,165613.35,,
2019,Queen Anne's County Public Schools,Cambio Group Consulting LLC,92373,87429.74,,
2019,Queen Anne's County Public Schools,Carefirst Of Maryland Inc,21117,10166412.53,,
2019,Queen Anne's County Public Schools,Carney Kelehan Bresler Bennett LLP,21044,85758.91,,
2019,Queen Anne's County Public Schools,CBIZ Beatty Satchell LLC,30384-4489,49660,,
2019,Queen Anne's County Public Schools,CDW Government Inc,60061,119233.48,,
2019,Queen Anne's County Public Schools,Center For Lifelong Learning,07869,35175,,
2019,Queen Anne's County Public Schools,Centric Business Systems,21117,30784.18,,
2019,Queen Anne's County Public Schools,Chesapeake Charities,21666,31500,,
2019,Queen Anne's County Public Schools,Chesapeake Environmental Lab Inc,21666,25342,,
2019,Queen Anne's County Public Schools,Chesapeake Speech Therapy,21658,65925,,
2019,Queen Anne's County Public Schools,Choptank Electric Cooperative,21629-0430,110061.26,,
2019,Queen Anne's County Public Schools,Commissioners Of Sudlersville,21668,73770.68,,
2019,Queen Anne's County Public Schools,Corbett Technology Solutions Inc,20151,60857.39,,
2019,Queen Anne's County Public Schools,Daly Computers Inc,20871,82777.23,,
2019,Queen Anne's County Public Schools,Dan Brittingham,21617,30385.46,,
2019,Queen Anne's County Public Schools,Danny's Lawn Care Landscaping,21660,40020.49,,
2019,Queen Anne's County Public Schools,Data Networks Of America Inc,21031,258123,,
