fiscal_year,agency_name,payee_name,payee_name_clean,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,150379.97,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"DUNNOCK,C E,TRANS INC - BUS",C. E. DUNNOCK TRANS INC - BUS,21613,53245.85,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"AZ TRANSPORT,INC- BUS","AZ TRANSPORT,INC- BUS",21643,138771.12,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,NEWCOMB INC. - BUS,NEWCOMB INC. - BUS,21622,257167.06,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BELL TECH LOGIX,BELL TECHLOGIX INC,19182-3342,84275.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,HAVTECH,HAVTECH,21297,39040.59,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,E&L TRANSPORT - BUS,E&L TRANSPORT - BUS,21643,64678.94,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,VITECH CONSULTING LLC,VITECH CONSULTING LLC,21629,42661.98,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BAY COUNTRY COMMUNICATIONS INC.,BAY COUNTRY COMMUNICATIONS INC,21613,264370.2,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,21660,414084.96,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MABE GROUP INSURANCE POOL,MABE GROUP INSURANCE POOL,21401,252811,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DISCOVERY EDUCATION,DISCOVERY EDUCATION,30374-4954,69600,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DELMARVA POWER,DELMARVA POWER,19101,328669.8,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"NIXON SR., VINCENT W.","NIXON SR., VINCENT W.",21643,299193.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,POWER SCHOOL GROUP LLC,POWERSCHOOL GROUP LLC,95630,74492.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802-2195,104276.77,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"HORD/COPLAN/MACHT, INC.",HORD/COPLAN/MACHT INC,21202,93180.76,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,A.E. MOORE JANITORIAL,A. E. MOORE JANITORIAL INC,19966,50361.99,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"EMH ENVIRONMENTAL, INC.",EMH ENVIRONMENTAL INC,21738,30025,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"FRONTLINE TECHNOLOGIES GROUP, LLC",FRONTLINE TECHNOLOGIES,19178-0577,25794.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"WHITING-TURNER CONTRACTING CO., THE",THE WHITING-TURNER CONTRACTING CO,21297,941766.2,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,POWERSCHOOL GROUP LLC,POWERSCHOOL GROUP LLC,94139-8408,184765.58,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,DELMARVA POWER,DELMARVA POWER,19101,43328.73,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,THE WHITING-TURNER CONTRACTING CO,THE WHITING-TURNER CONTRACTING CO,21297,4147198.87,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"SODEXO, INC & AFFILIATES","SODEXO, INC & AFFILIATES",21601,1113504.01,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,EASTON UTILITIES COMMISSION,EASTON UTILITIES COMMISSION,21601,758386.27,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"APPLE COMPUTER, INC.",APPLE INC,30384-1877,590191.12,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"BCICAPITAL, INC.","BCICAPITAL, INC.",32801,491797.05,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"CROMWELL CONTRACTING, LLC","CROMWELL CONTRACTING, LLC",21286,328039,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MABE-WORKERS COMP SELF-INS,MABE WORKERS COMP SELF INSURANCE,21401,314559,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"SPECIALIZED EDUCATION OF MD, INC.",SPECIALIZED EDUCATION OF MD INC,07101-3523,298770.24,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,BANCROFT NEUROHEALTH,BANCROFT NEUROHEALTH,08034,280940,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,THE BENEDICTINE SCHOOL FOR,THE BENEDICTINE SCHOOL FOR,21660,266070.76,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,AMAZON,AMAZON,30353-0958,246982.66,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SOLIANT HEALTH,SOLIANT HEALTH,31193-4411,220341.21,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,A. E. MOORE JANITORIAL INC.,A. E. MOORE JANITORIAL INC,19966,217143.41,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,210308.55,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,ADVANCED COMMUNICATIONS,ADVANCED COMMUNICATIONS,21045,210294.16,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MABE-GROUP INSURANCE POOL,MABE GROUP INSURANCE POOL,21401,205975,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"INQUIRED, LLC","INQUIRED, LLC",60640,200798.96,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MANSFIELD OIL COMPANY,MANSFIELD OIL COMPANY,75373-3706,192434.76,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,CELLCO PARTNERSHIP,CELLCO PARTNERSHIP,07101-6810,184602.87,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,APPLE INC.,APPLE INC,30384-1877,171972.2,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,JSAND NETWORK SOLUTIONS LLC,JSAND NETWORK SOLUTIONS LLC,22193,165762.98,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"AMERICAN TRUCK & BUS, INC.",AMERICAN TRUCK & BUS INC,21401,149661.43,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,TALBOT COUNTY SHERIFF'S OFFICE,TALBOT COUNTY SHERIFF'S OFFICE,21601,144698,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,GREAT MINDS PBC,GREAT MINDS PBC,15251-0283,139794.39,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"GATEWAY EDUCATION HOLDINGS, LLC","GATEWAY EDUCATION HOLDINGS, LLC",85246,137964.14,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,AMERICAN DESIGN ASSOCIATES,AMERICAN DESIGN ASSOCIATES,21234,127612.42,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,XEROX CORPORATION,XEROX CORPORATION,19182-7598,121180.3,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,ATC CORP.,ATC CORP.,21222-3699,119700,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,RATH CONSULTING,RATH CONSULTING,21617,113175,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,LAKESHORE LEARNING MATERIALS,LAKESHORE LEARNING MATERIALS,90895,111277.56,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"CMG CIT ACQUISITIONS, LLC","CMG CIT ACQUISITIONS, LLC",03103,105106.24,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"TTF SOLUTIONS, LLC","TTF SOLUTIONS, LLC",31193-4411,104175.54,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,U.S. BANCORP GOVERNMENT LEASING AND,U.S. BANCORP GOVERNMENT LEASING AND,63195-9067,103187.54,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"EDMENTUM, INC",EDMENTUM INC,60677-6725,102367.8,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,M. KATHRYN SEIFERT,M. KATHRYN SEIFERT,21804,102048.82,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,100860.13,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,CDW GOVERNMENT,CDW GOVERNMENT,60675-1515,99352.39,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"MOTOROLA SOLUTIONS, INC","MOTOROLA SOLUTIONS, INC",30384-4059,94837.25,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MCGRAW-HILL GLOBAL EDUCATION LLC,MCGRAW-HILL,19178-6167,89191.03,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,VERIZON,VERIZON,12212-5124,88250.41,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"POCKET NURSE ENTERPRISES, INC","POCKET NURSE ENTERPRISES, INC",15264-4898,88136.68,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SOLUTIONS GRANTED,SOLUTIONS GRANTED,22193,86541.95,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"TEST X, LLC","TEST X, LLC",20855,79602.05,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SALISBURY UNIVERSITY,SALISBURY UNIVERSITY,21802,74798,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"POWERSCHOOL GROUP, LLC",POWERSCHOOL GROUP LLC,90088-8408,73096.66,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,JOSEPH CHARLES FELDMAN,JOSEPH CHARLES FELDMAN,94610,70750,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,THE MARYLAND SCHOOL FOR THE BLIND,THE MARYLAND SCHOOL FOR THE BLIND,21236-4499,70357.96,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,OFFICE DEPOT,OFFICE DEPOT,45263-3301,69737.91,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"THERAPY TRAVELERS, LLC",THERAPY TRAVELERS LLC,92809-9998,69340.67,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SPORT CHEVROLET,SPORT CHEVROLET,20904-4999,67479,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,THE FREDERICK MOTOR COMPANY,THE FREDERICK MOTOR COMPANY,21702,67399.6,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,HEALTHPRO PEDIATRICS LLC,HEALTHPRO PEDIATRICS LLC,21264-9268,66383.12,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"WASTE MANAGEMENT OF DELAWARE, INC.",WASTE MANAGEMENT OF DELAWARE INC,19101-3648,56513.42,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,FRONTLINE TECHNOLOGIES GROUP LLC,FRONTLINE TECHNOLOGIES,19178-0577,56008.32,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,VITECH CONSULTING LLC,VITECH CONSULTING LLC,21629,55136.02,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"KURTZ BROS., INC.","KURTZ BROS., INC.",16830-0392,55119.53,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"LOVING GUIDANCE, INC","LOVING GUIDANCE, INC",32762,54768.6,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,ARK SYSTEMS INC.,ARK SYSTEMS INC,21045,54652,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,TGM GROUP LLC,TGM GROUP LLC,21804,53445,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"PROJECT LEAD THE WAY, INC",PROJECT LEAD THE WAY INC,46240,49510.75,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,THE COUNTRY SCHOOL,THE COUNTRY SCHOOL,21601,49252.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"NAVIANCE, INC",NAVIANCE INC,63150-4571,44024.23,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"SHORE DISTRIBUTORS, INC.",SHORE DISTRIBUTORS INC,21802-2017,43892.9,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MCGRAW HILL,MCGRAW-HILL,60694-1545,43577.82,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"FOR ALL SEASONS, INC.","FOR ALL SEASONS, INC.",21601,42866.86,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,CENTER FOR LIFELONG LEARNING,CENTER FOR LIFELONG LEARNING,07869,41802,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,EDOCTRINA CORPORATION,EDOCTRINA CORPORATION,60674-8484,41625,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,HEINEMANN,HEINEMANN,60693,41212.7,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,PEACE OF MIND MENTAL HEALTH,PEACE OF MIND MENTAL HEALTH,21601,41134,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"WGL ENERGY SERVICES, INC.",WGL ENERGY SERVICES INC,22102,41050.21,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"HERTRICH FLEET SERVICES, INC","HERTRICH FLEET SERVICES, INC",19963,40997,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,VISA,VISA,60197-6818,40785.37,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,NORMAN V BAUER,NORMAN V BAUER,21601,40095,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"SWEETWATER SOUND, INC.","SWEETWATER SOUND, INC.",46818,39845.55,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,QUIA CORPORATION,QUIA CORPORATION,94404,38015,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,TALBOT COUNTY DES - EMS DIVISION,TALBOT COUNTY DES - EMS DIVISION,21601,37415.31,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MARYLAND UNEMPLOYMENT INSURANCE,MARYLAND UNEMPLOYMENT INSURANCE,21297-0365,37263.46,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"FILEWAVE (USA), INC.","FILEWAVE (USA), INC.",46207,36426,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"R.E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,35222.79,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,BELL TECHLOGIX INC,BELL TECHLOGIX INC,19182-3342,34733.7,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,BLAIR E MARTH,BLAIR E MARTH,21647,33751,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,ROBIN H. LANDGRAF,ROBIN H LANDGRAF,21625,32874.7,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,ENOME INC,ENOME INC,94401,32297,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"CLEAN AIR FILTERS, LLC","CLEAN AIR FILTERS, LLC",21802,32082.08,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SIGNATURE PUBLIC FUNDING CORP.,SIGNATURE PUBLIC FUNDING CORP.,07101-4549,30897.02,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,MARYLAND STATE DEPT OF EDUCATION,MARYLAND STATE DEPT OF EDUCATION,21201,30832.94,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"CRISIS PREVENTION INSTITUTE, INC.","CRISIS PREVENTION INSTITUTE, INC.",53224,30243,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,RAYMOND M REMESCH,RAYMOND M REMESCH,21601,29940,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,NWEA,NWEA,97208-2745,29659,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,GENEVIEVE MATTHEWS CRONAN,GENEVIEVE MATTHEWS CRONAN,21662,29059.35,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,GO GLASS JOY LLC,GO GLASS JOY LLC,21601,28986.43,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SHERRY R. SUTTON,SHERRY R. SUTTON,21663,28811.25,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"ARC DOCUMENT SOLUTIONS, LLC","ARC DOCUMENT SOLUTIONS, LLC",19022,28674.07,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,HCGI HARTFORD INC.,HCGI HARTFORD INC.,19182-4607,28500,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,"DATA BUSINESS SYSTEMS, INC.",DATA BUSINESS SYSTEMS INC,23462-6523,28275,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SCHOOL OUTFITTERS,SCHOOL OUTFITTERS,45263-8517,27872.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,Talbot County Public Schools,SAINTS PETER & PAUL ELEM SCHOOL,SAINTS PETER & PAUL ELEM SCHOOL,21601,27223.27,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,DORI FOODS,DORI FOODS,23230,258824.33,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,PINE HILL LANDSCAPING,PINE HILL LANDSCAPING,21664,117819.75,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,ARK SYSTEMS,ARK SYSTEMS INC,21045,324870.07,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,FASTENAL INDUST. & CONST. SUPPLIES,FASTENAL INDUSTRIAL & CONSTRUCTION SUPPLIES,55987-1286,145938.96,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"STEWART,RUSSELL & MILDRED - BUS","STEWART, RUSSELL & MILDRED - BUS",21613,128178.7,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"EAGLE TRANSPORTATION,INC - BUS",EAGLE TRANSPORTATION INC - BUS,21631,139279.85,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"THOMAS,J T - BUS","THOMAS,J T - BUS",21631,54768.7,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"TODD,DEBBIE - BUS","TODD,DEBBIE - BUS",21643,60495.93,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"R & R TRANSPORTATION,INC - BUS",R & R TRANSPORTATION INC - BUS,21643,101603.86,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"TOLLEY,SHIRLEY - BUS","TOLLEY,SHIRLEY - BUS",21613,345107.58,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CHESAPEAKE UTILITIES,CHESAPEAKE UTILITIES,19182-6531,131662.29,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"MCCOLLISTER,STEVEN H - BUS","MCCOLLISTER, STEVEN H - BUS",21613,59436.56,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MABE-WORKERS COMP SELF-INSUR FUND,MABE WORKERS COMP SELF INSURANCE,21401,315970,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,CURRICULUM ASSOCIATES INC.,CURRICULUM ASSOCIATES INC.,31193-6600,127225.3,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,VERIZON WIRELESS,VERIZON,07101-6810,268559.44,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,MD CHILD SUPPORT ACCOUNT,MD CHILD SUPPORT ACCOUNT,21297-1396,46692.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,WIELGOSZ PROPERTY MANAGEMENT,WIELGOSZ PROPERTY MANAGEMENT,21631,82405,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"CDW-G GOVERNMENT,INC",CDW GOVERNMENT,60675,315052,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"PESSIN KATZ LAW, P.A.","PESSIN KATZ LAW, P.A.",21204,80573.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"DUNNOCK,C E,TRANS INC - BUS",C. E. DUNNOCK TRANS INC - BUS,21613,55029.79,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,GOUCHER COLLEGE,GOUCHER COLLEGE,21204,48266.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"AZ TRANSPORT,INC- BUS","AZ TRANSPORT,INC- BUS",21643,109889.02,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,NEWCOMB INC. - BUS,NEWCOMB INC. - BUS,21622,306480.33,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,BELL TECH LOGIX,BELL TECHLOGIX INC,19182-3342,89110.89,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,HAVTECH,HAVTECH,21297,56660.73,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,"APPLE, INC",APPLE INC,30384-1877,332425,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,E&L TRANSPORT - BUS,E&L TRANSPORT - BUS,21643,67311.75,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,SCHUMAN,SCHUMAN,21666,173811.37,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,LONG FENCE,LONG FENCE,20743,151810,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,VITECH CONSULTING LLC,VITECH CONSULTING LLC,21629,45907.06,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,BAY COUNTRY COMMUNICATIONS INC.,BAY COUNTRY COMMUNICATIONS INC,21613,264434.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2021,DORCHESTER COUNTY PUBLIC SCHOOLS,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,21660,331204.42,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
